transaction_id,customer_id,merchant_id,merchant_category,transaction_amount,num_installments,transaction_date,fee_revenue,is_default,true_default_probability
TXN1017431,CUST104372,MER1093,Fashion & Apparel,48.21,2,2026-01-26,2.65,0,0.0621
TXN1017432,CUST103629,MER1127,Home & Furniture,701.57,2,2025-10-02,28.06,0,0.044
TXN1017433,CUST100742,MER1281,Groceries,54.46,2,2026-07-25,1.63,1,0.0289
TXN1017434,CUST103059,MER1101,Beauty & Wellness,119.19,4,2026-07-10,7.15,0,0.0361
TXN1017435,CUST101034,MER1320,Health & Fitness,217.42,4,2026-08-23,9.78,0,0.1044
TXN1017436,CUST101972,MER1084,Groceries,74.91,3,2026-02-04,2.25,0,0.0303
TXN1017437,CUST104843,MER1188,Sporting Goods,228.68,12,2026-05-22,11.43,0,0.0359
TXN1017438,CUST104493,MER1399,Fashion & Apparel,181.11,6,2026-04-02,9.96,0,0.3462
TXN1017439,CUST101330,MER1215,Groceries,67.83,3,2026-01-15,2.03,0,0.0154
TXN1017440,CUST103707,MER1003,Electronics,482.76,4,2026-06-29,21.72,0,0.0785
TXN1017441,CUST101740,MER1177,Beauty & Wellness,27.84,4,2025-11-19,1.67,1,0.0246
TXN1017442,CUST100037,MER1255,Electronics,333.23,3,2025-09-29,15.0,0,0.1456
TXN1017443,CUST104308,MER1067,Groceries,37.21,6,2026-02-01,1.12,0,0.0179
TXN1017444,CUST104147,MER1109,Sporting Goods,256.21,4,2026-07-22,12.81,0,0.2474
TXN1017445,CUST101545,MER1173,Sporting Goods,117.6,2,2026-03-22,5.88,1,0.0544
TXN1017446,CUST103894,MER1076,Education,322.07,3,2025-11-21,8.05,0,0.0275
TXN1017447,CUST100171,MER1173,Home & Furniture,567.78,3,2026-06-05,22.71,0,0.0928
TXN1017448,CUST102751,MER1076,Jewelry & Accessories,527.68,4,2026-06-03,34.3,0,0.0774
TXN1017449,CUST104924,MER1296,Education,794.32,4,2026-02-17,19.86,0,0.0178
TXN1017450,CUST103982,MER1078,Groceries,56.86,2,2025-11-14,1.71,0,0.0307
TXN1017451,CUST102912,MER1025,Electronics,476.61,2,2026-01-28,21.45,0,0.0547
TXN1017452,CUST101926,MER1385,Jewelry & Accessories,341.15,6,2025-10-31,22.17,1,0.1558
TXN1017453,CUST103741,MER1100,Beauty & Wellness,107.35,12,2026-08-15,6.44,0,0.095
TXN1017454,CUST104896,MER1069,Electronics,133.31,2,2025-10-22,6.0,0,0.0705
TXN1017455,CUST101005,MER1228,Education,702.04,3,2025-09-27,17.55,0,0.1154
TXN1017456,CUST100260,MER1295,Travel,891.33,3,2025-12-19,31.2,0,0.2306
TXN1017457,CUST101985,MER1087,Health & Fitness,121.15,2,2026-04-11,5.45,0,0.0753
TXN1017458,CUST102628,MER1296,Beauty & Wellness,71.04,2,2026-02-03,4.26,0,0.0344
TXN1017459,CUST101279,MER1177,Electronics,474.45,6,2026-01-12,21.35,0,0.0523
TXN1017460,CUST103113,MER1060,Groceries,89.68,2,2025-10-22,2.69,0,0.1004
TXN1017461,CUST101602,MER1197,Beauty & Wellness,131.99,4,2025-10-06,7.92,0,0.1316
TXN1017462,CUST104925,MER1384,Sporting Goods,135.18,4,2026-08-05,6.76,0,0.0252
TXN1017463,CUST101387,MER1063,Sporting Goods,223.55,2,2026-01-12,11.18,0,0.1128
TXN1017464,CUST104058,MER1152,Health & Fitness,107.56,2,2026-05-22,4.84,1,0.058
TXN1017465,CUST104842,MER1125,Groceries,45.4,4,2026-04-15,1.36,0,0.1306
TXN1017466,CUST102532,MER1360,Jewelry & Accessories,334.27,2,2026-05-21,21.73,0,0.0327
TXN1017467,CUST101046,MER1236,Education,575.08,4,2026-02-11,14.38,0,0.0666
TXN1017468,CUST104488,MER1284,Education,587.68,2,2026-02-20,14.69,0,0.1048
TXN1017469,CUST102107,MER1307,Jewelry & Accessories,375.08,3,2026-03-11,24.38,0,0.1098
TXN1017470,CUST102769,MER1227,Sporting Goods,88.95,2,2026-02-06,4.45,0,0.2162
TXN1017471,CUST100260,MER1189,Sporting Goods,216.53,2,2026-05-08,10.83,0,0.1559
TXN1017472,CUST101839,MER1193,Health & Fitness,260.96,2,2026-09-04,11.74,0,0.068
TXN1017473,CUST102809,MER1005,Sporting Goods,217.88,3,2026-07-30,10.89,0,0.1358
TXN1017474,CUST103536,MER1369,Sporting Goods,253.75,3,2025-10-20,12.69,0,0.0446
TXN1017475,CUST104769,MER1268,Education,615.23,3,2025-11-28,15.38,0,0.05
TXN1017476,CUST102950,MER1324,Jewelry & Accessories,454.87,4,2025-09-21,29.57,0,0.1577
TXN1017477,CUST101431,MER1145,Groceries,30.7,2,2025-10-27,0.92,0,0.0346
TXN1017478,CUST102812,MER1397,Groceries,42.92,12,2026-03-12,1.29,0,0.1331
TXN1017479,CUST100373,MER1182,Electronics,595.66,3,2026-09-09,26.8,0,0.1376
TXN1017480,CUST100761,MER1056,Travel,1173.17,3,2025-10-22,41.06,0,0.0923
TXN1017481,CUST101869,MER1364,Jewelry & Accessories,313.59,3,2026-06-03,20.38,0,0.1034
TXN1017482,CUST100120,MER1254,Beauty & Wellness,96.51,3,2026-02-17,5.79,0,0.1215
TXN1017483,CUST100397,MER1168,Groceries,80.21,3,2026-01-02,2.41,0,0.0225
TXN1017484,CUST100036,MER1131,Travel,1002.06,4,2025-11-01,35.07,0,0.2006
TXN1017485,CUST100947,MER1365,Health & Fitness,202.54,4,2025-10-17,9.11,0,0.0675
TXN1017486,CUST104162,MER1207,Beauty & Wellness,79.71,2,2026-02-21,4.78,0,0.0299
TXN1017487,CUST101865,MER1108,Travel,1248.58,2,2026-01-13,43.7,0,0.1063
TXN1017488,CUST104541,MER1164,Home & Furniture,725.28,4,2025-11-04,29.01,0,0.1492
TXN1017489,CUST104459,MER1277,Fashion & Apparel,87.15,3,2026-08-03,4.79,0,0.0444
TXN1017490,CUST104359,MER1357,Groceries,101.05,3,2025-10-03,3.03,0,0.0095
TXN1017491,CUST101113,MER1173,Sporting Goods,310.38,2,2026-02-12,15.52,0,0.1218
TXN1017492,CUST101802,MER1226,Groceries,49.13,6,2026-07-28,1.47,0,0.0818
TXN1017493,CUST102366,MER1375,Education,434.93,3,2025-09-19,10.87,0,0.1542
TXN1017494,CUST102219,MER1177,Jewelry & Accessories,438.55,2,2026-02-12,28.51,0,0.1906
TXN1017495,CUST100412,MER1296,Electronics,401.02,4,2026-03-07,18.05,0,0.068
TXN1017496,CUST101247,MER1310,Groceries,59.58,2,2025-10-07,1.79,0,0.0826
TXN1017497,CUST103125,MER1101,Fashion & Apparel,192.93,2,2025-11-28,10.61,0,0.0695
TXN1017498,CUST103454,MER1059,Electronics,242.92,6,2026-06-24,10.93,0,0.2852
TXN1017499,CUST101920,MER1182,Home & Furniture,518.22,3,2025-10-09,20.73,0,0.0561
TXN1017500,CUST101558,MER1235,Jewelry & Accessories,350.72,4,2026-08-26,22.8,0,0.119
TXN1017501,CUST102964,MER1367,Fashion & Apparel,136.3,4,2026-05-13,7.5,0,0.0515
TXN1017502,CUST103372,MER1145,Education,752.15,2,2025-10-20,18.8,0,0.0342
TXN1017503,CUST103622,MER1266,Groceries,80.78,2,2025-12-10,2.42,0,0.0321
TXN1017504,CUST104103,MER1179,Beauty & Wellness,69.2,2,2025-10-29,4.15,0,0.0495
TXN1017505,CUST102953,MER1345,Electronics,479.86,2,2025-10-05,21.59,0,0.0608
TXN1017506,CUST101991,MER1129,Beauty & Wellness,71.37,2,2026-05-21,4.28,1,0.1198
TXN1017507,CUST101838,MER1127,Education,748.79,4,2026-01-16,18.72,0,0.12
TXN1017508,CUST100194,MER1185,Travel,783.78,2,2026-03-22,27.43,0,0.1025
TXN1017509,CUST102174,MER1304,Fashion & Apparel,85.49,3,2026-04-04,4.7,0,0.1003
TXN1017510,CUST104380,MER1084,Education,692.74,3,2026-07-05,17.32,0,0.0662
TXN1017511,CUST103162,MER1054,Electronics,153.51,4,2026-08-23,6.91,1,0.1186
TXN1017512,CUST102997,MER1218,Travel,728.8,2,2026-07-29,25.51,0,0.1093
TXN1017513,CUST101175,MER1341,Beauty & Wellness,15.0,2,2026-06-26,0.9,0,0.0949
TXN1017514,CUST103017,MER1343,Travel,1068.2,2,2026-02-01,37.39,0,0.1134
TXN1017515,CUST100938,MER1218,Travel,605.72,2,2025-11-14,21.2,0,0.0829
TXN1017516,CUST101797,MER1217,Travel,1310.29,3,2026-09-12,45.86,0,0.1072
TXN1017517,CUST102957,MER1021,Health & Fitness,209.28,3,2026-07-01,9.42,0,0.0665
TXN1017518,CUST100247,MER1111,Electronics,339.53,4,2025-10-27,15.28,1,0.0844
TXN1017519,CUST101640,MER1107,Sporting Goods,318.53,4,2025-12-13,15.93,0,0.0585
TXN1017520,CUST100450,MER1379,Sporting Goods,122.34,2,2026-09-09,6.12,0,0.0683
TXN1017521,CUST100854,MER1198,Education,309.06,2,2026-08-13,7.73,0,0.1427
TXN1017522,CUST101871,MER1141,Education,408.22,4,2025-11-17,10.21,0,0.0715
TXN1017523,CUST103535,MER1206,Beauty & Wellness,94.64,2,2026-03-19,5.68,0,0.0297
TXN1017524,CUST101405,MER1308,Groceries,75.17,6,2026-02-02,2.26,0,0.0477
TXN1017525,CUST100102,MER1296,Electronics,651.95,4,2026-06-27,29.34,0,0.0924
TXN1017526,CUST102079,MER1201,Health & Fitness,157.59,12,2025-10-04,7.09,0,0.0473
TXN1017527,CUST101159,MER1221,Education,442.08,3,2025-11-22,11.05,0,0.0351
TXN1017528,CUST103927,MER1256,Health & Fitness,147.11,3,2026-08-23,6.62,0,0.104
TXN1017529,CUST104144,MER1314,Groceries,75.37,2,2025-12-03,2.26,0,0.0266
TXN1017530,CUST103418,MER1076,Health & Fitness,98.92,3,2026-03-18,4.45,0,0.0087
TXN1017531,CUST103097,MER1325,Groceries,46.03,6,2026-03-02,1.38,0,0.1118
TXN1017532,CUST103716,MER1305,Fashion & Apparel,215.55,2,2026-03-16,11.86,0,0.0584
TXN1017533,CUST101977,MER1242,Travel,644.47,3,2026-06-01,22.56,0,0.0618
TXN1017534,CUST103308,MER1226,Electronics,240.98,2,2025-11-30,10.84,0,0.0501
TXN1017535,CUST102179,MER1086,Fashion & Apparel,206.41,2,2026-01-28,11.35,0,0.0417
TXN1017536,CUST102208,MER1207,Travel,1030.04,2,2026-07-10,36.05,0,0.1598
TXN1017537,CUST103984,MER1262,Beauty & Wellness,129.3,2,2026-02-28,7.76,0,0.0117
TXN1017538,CUST103999,MER1050,Electronics,192.42,3,2026-02-25,8.66,0,0.0887
TXN1017539,CUST102093,MER1175,Beauty & Wellness,136.65,4,2025-12-01,8.2,0,0.0952
TXN1017540,CUST104689,MER1103,Travel,15.0,3,2026-08-28,0.52,0,0.0299
TXN1017541,CUST102759,MER1030,Beauty & Wellness,88.83,2,2026-03-07,5.33,0,0.0565
TXN1017542,CUST102471,MER1365,Travel,1442.43,4,2025-11-09,50.49,0,0.0523
TXN1017543,CUST102540,MER1190,Home & Furniture,955.98,12,2026-08-22,38.24,0,0.1536
TXN1017544,CUST103932,MER1114,Beauty & Wellness,117.47,4,2026-02-07,7.05,0,0.0363
TXN1017545,CUST104861,MER1324,Groceries,94.41,6,2026-01-27,2.83,0,0.0578
TXN1017546,CUST103524,MER1037,Fashion & Apparel,124.98,3,2026-06-28,6.87,0,0.0718
TXN1017547,CUST101800,MER1174,Jewelry & Accessories,204.95,4,2026-01-23,13.32,0,0.122
TXN1017548,CUST102628,MER1241,Home & Furniture,545.66,4,2025-09-22,21.83,0,0.0588
TXN1017549,CUST101610,MER1146,Education,272.99,2,2025-12-02,6.82,0,0.1427
TXN1017550,CUST103325,MER1248,Beauty & Wellness,82.81,3,2026-04-13,4.97,0,0.1937
TXN1017551,CUST104994,MER1077,Fashion & Apparel,64.13,3,2026-01-23,3.53,0,0.1256
TXN1017552,CUST104360,MER1118,Groceries,78.83,4,2026-09-01,2.36,0,0.0208
TXN1017553,CUST102389,MER1222,Health & Fitness,52.92,12,2026-05-11,2.38,0,0.2014
TXN1017554,CUST101801,MER1025,Groceries,51.53,3,2026-02-13,1.55,0,0.064
TXN1017555,CUST102285,MER1102,Beauty & Wellness,68.6,2,2025-09-28,4.12,0,0.043
TXN1017556,CUST101671,MER1194,Health & Fitness,131.21,4,2025-12-10,5.9,0,0.0379
TXN1017557,CUST104960,MER1248,Groceries,54.91,2,2026-04-03,1.65,1,0.0819
TXN1017558,CUST101063,MER1290,Travel,1392.68,12,2026-05-15,48.74,1,0.2124
TXN1017559,CUST104095,MER1002,Fashion & Apparel,110.25,12,2026-04-04,6.06,0,0.4309
TXN1017560,CUST102162,MER1032,Sporting Goods,108.07,6,2026-06-05,5.4,1,0.1393
TXN1017561,CUST103312,MER1144,Fashion & Apparel,150.05,2,2026-09-11,8.25,0,0.1328
TXN1017562,CUST104640,MER1360,Jewelry & Accessories,337.09,12,2025-10-29,21.91,0,0.0813
TXN1017563,CUST102992,MER1303,Health & Fitness,142.33,3,2026-01-17,6.4,0,0.0144
TXN1017564,CUST103113,MER1283,Groceries,52.8,4,2026-06-29,1.58,0,0.12
TXN1017565,CUST100203,MER1011,Groceries,52.27,3,2026-03-25,1.57,0,0.186
TXN1017566,CUST100664,MER1199,Education,520.77,3,2026-09-04,13.02,0,0.0797
TXN1017567,CUST102756,MER1040,Home & Furniture,470.76,2,2026-05-23,18.83,0,0.0307
TXN1017568,CUST101947,MER1318,Electronics,528.63,6,2026-03-20,23.79,0,0.1085
TXN1017569,CUST103075,MER1387,Education,915.11,4,2026-04-14,22.88,0,0.0299
TXN1017570,CUST102011,MER1154,Home & Furniture,504.49,3,2026-08-19,20.18,0,0.0737
TXN1017571,CUST100912,MER1003,Health & Fitness,143.55,2,2026-03-26,6.46,0,0.0155
TXN1017572,CUST104024,MER1264,Fashion & Apparel,153.08,3,2026-07-27,8.42,1,0.0382
TXN1017573,CUST104273,MER1304,Beauty & Wellness,116.23,3,2026-02-25,6.97,0,0.2596
TXN1017574,CUST104863,MER1017,Health & Fitness,178.68,2,2026-06-07,8.04,0,0.0563
TXN1017575,CUST101054,MER1144,Home & Furniture,432.6,3,2025-09-28,17.3,0,0.038
TXN1017576,CUST101640,MER1322,Home & Furniture,267.95,3,2025-12-08,10.72,0,0.0645
TXN1017577,CUST101474,MER1115,Beauty & Wellness,43.35,3,2026-06-04,2.6,0,0.0456
TXN1017578,CUST104669,MER1169,Sporting Goods,227.21,3,2026-04-16,11.36,0,0.0506
TXN1017579,CUST103026,MER1284,Sporting Goods,153.62,2,2026-02-08,7.68,0,0.103
TXN1017580,CUST104639,MER1036,Jewelry & Accessories,263.52,3,2026-04-14,17.13,1,0.0415
TXN1017581,CUST104488,MER1338,Beauty & Wellness,77.72,3,2026-03-07,4.66,0,0.1067
TXN1017582,CUST101280,MER1245,Jewelry & Accessories,419.18,3,2025-11-13,27.25,0,0.1226
TXN1017583,CUST102197,MER1174,Travel,1406.48,2,2026-08-16,49.23,0,0.1257
TXN1017584,CUST102160,MER1160,Beauty & Wellness,67.81,3,2026-01-12,4.07,1,0.1452
TXN1017585,CUST102470,MER1000,Education,314.76,4,2025-10-02,7.87,0,0.1015
TXN1017586,CUST104985,MER1237,Education,560.06,3,2026-09-03,14.0,0,0.0848
TXN1017587,CUST100910,MER1353,Education,554.44,2,2026-09-12,13.86,0,0.0463
TXN1017588,CUST103896,MER1144,Groceries,48.98,4,2026-04-26,1.47,0,0.0382
TXN1017589,CUST101193,MER1360,Travel,1119.79,4,2026-03-19,39.19,0,0.0528
TXN1017590,CUST103751,MER1233,Fashion & Apparel,145.63,2,2026-07-20,8.01,0,0.0819
TXN1017591,CUST101067,MER1236,Health & Fitness,97.68,3,2026-02-25,4.4,0,0.1155
TXN1017592,CUST102693,MER1261,Home & Furniture,597.44,6,2026-05-24,23.9,0,0.2218
TXN1017593,CUST103393,MER1096,Beauty & Wellness,124.4,2,2025-11-11,7.46,1,0.0859
TXN1017594,CUST102222,MER1287,Beauty & Wellness,120.14,4,2026-05-12,7.21,0,0.0607
TXN1017595,CUST104856,MER1387,Travel,963.11,4,2026-02-15,33.71,0,0.1335
TXN1017596,CUST103598,MER1329,Beauty & Wellness,169.69,6,2025-11-27,10.18,0,0.0375
TXN1017597,CUST100811,MER1174,Home & Furniture,728.65,12,2025-12-05,29.15,1,0.2574
TXN1017598,CUST101959,MER1304,Beauty & Wellness,100.36,2,2026-05-23,6.02,0,0.0526
TXN1017599,CUST101657,MER1363,Home & Furniture,582.72,2,2026-08-30,23.31,1,0.0713
TXN1017600,CUST101551,MER1331,Jewelry & Accessories,327.66,4,2025-09-19,21.3,0,0.1427
TXN1017601,CUST101113,MER1097,Sporting Goods,211.69,3,2026-07-29,10.58,0,0.1329
TXN1017602,CUST100977,MER1018,Electronics,331.32,2,2026-05-27,14.91,0,0.0838
TXN1017603,CUST104390,MER1365,Jewelry & Accessories,437.92,2,2025-11-16,28.46,0,0.1246
TXN1017604,CUST104947,MER1071,Sporting Goods,226.34,4,2026-08-17,11.32,0,0.1873
TXN1017605,CUST100825,MER1300,Groceries,30.41,3,2025-12-25,0.91,0,0.0576
TXN1017606,CUST103999,MER1064,Travel,427.87,4,2026-01-20,14.98,0,0.1078
TXN1017607,CUST101193,MER1177,Sporting Goods,161.92,3,2026-08-05,8.1,0,0.0332
TXN1017608,CUST102661,MER1103,Electronics,680.44,3,2025-12-29,30.62,1,0.0704
TXN1017609,CUST101034,MER1018,Beauty & Wellness,148.47,6,2026-02-21,8.91,1,0.1341
TXN1017610,CUST101430,MER1283,Groceries,15.0,4,2026-05-18,0.45,0,0.1434
TXN1017611,CUST102152,MER1152,Education,542.75,6,2026-02-11,13.57,0,0.0747
TXN1017612,CUST103595,MER1308,Home & Furniture,657.42,2,2026-07-13,26.3,0,0.0758
TXN1017613,CUST102397,MER1344,Sporting Goods,120.23,6,2026-02-13,6.01,0,0.1062
TXN1017614,CUST104097,MER1079,Education,471.89,3,2026-07-29,11.8,0,0.0217
TXN1017615,CUST100485,MER1269,Health & Fitness,114.3,12,2026-06-26,5.14,0,0.0398
TXN1017616,CUST102893,MER1215,Jewelry & Accessories,323.01,4,2026-08-16,21.0,0,0.12
TXN1017617,CUST100547,MER1119,Jewelry & Accessories,328.63,2,2026-09-02,21.36,0,0.0502
TXN1017618,CUST100603,MER1145,Sporting Goods,110.21,4,2026-04-27,5.51,0,0.1202
TXN1017619,CUST101623,MER1240,Travel,826.43,4,2026-05-26,28.93,1,0.0514
TXN1017620,CUST100534,MER1389,Health & Fitness,136.01,6,2025-09-17,6.12,0,0.0714
TXN1017621,CUST103909,MER1373,Sporting Goods,223.23,3,2026-03-16,11.16,0,0.0693
TXN1017622,CUST102577,MER1137,Education,529.84,4,2025-10-27,13.25,0,0.0902
TXN1017623,CUST103264,MER1158,Fashion & Apparel,165.82,3,2026-07-06,9.12,0,0.096
TXN1017624,CUST100295,MER1395,Electronics,489.44,3,2025-10-08,22.02,0,0.0408
TXN1017625,CUST101180,MER1090,Beauty & Wellness,133.84,3,2026-06-01,8.03,0,0.0785
TXN1017626,CUST102672,MER1292,Fashion & Apparel,116.19,4,2026-09-07,6.39,1,0.0588
TXN1017627,CUST100424,MER1338,Groceries,79.31,6,2025-11-06,2.38,1,0.0985
TXN1017628,CUST100828,MER1024,Health & Fitness,153.95,3,2026-05-01,6.93,1,0.024
TXN1017629,CUST100116,MER1215,Fashion & Apparel,199.44,2,2026-02-11,10.97,0,0.0384
TXN1017630,CUST104583,MER1051,Health & Fitness,169.22,3,2026-08-24,7.61,0,0.0301
TXN1017631,CUST102217,MER1228,Health & Fitness,99.77,4,2025-10-09,4.49,0,0.0669
TXN1017632,CUST100247,MER1194,Electronics,411.19,4,2026-03-28,18.5,0,0.0844
TXN1017633,CUST102324,MER1370,Beauty & Wellness,83.77,12,2025-10-09,5.03,0,0.0704
TXN1017634,CUST104475,MER1021,Travel,641.46,2,2025-10-31,22.45,0,0.0535
TXN1017635,CUST100995,MER1161,Education,418.22,3,2026-08-09,10.46,0,0.0487
TXN1017636,CUST101241,MER1253,Groceries,16.09,3,2026-04-25,0.48,0,0.0993
TXN1017637,CUST104925,MER1292,Health & Fitness,119.05,2,2026-02-15,5.36,0,0.0164
TXN1017638,CUST104324,MER1216,Travel,1115.05,2,2026-02-09,39.03,0,0.022
TXN1017639,CUST102794,MER1346,Home & Furniture,776.62,4,2025-11-22,31.06,0,0.0542
TXN1017640,CUST100979,MER1074,Jewelry & Accessories,287.11,2,2026-07-20,18.66,0,0.1159
TXN1017641,CUST101148,MER1238,Electronics,473.75,3,2026-03-28,21.32,0,0.2184
TXN1017642,CUST104350,MER1186,Travel,1299.42,6,2026-06-05,45.48,1,0.1158
TXN1017643,CUST103447,MER1242,Electronics,311.84,4,2026-03-10,14.03,0,0.0697
TXN1017644,CUST101862,MER1230,Electronics,205.74,3,2026-01-23,9.26,0,0.0517
TXN1017645,CUST100135,MER1197,Electronics,422.98,12,2026-03-08,19.03,0,0.1594
TXN1017646,CUST100703,MER1011,Fashion & Apparel,190.87,2,2026-07-13,10.5,0,0.0398
TXN1017647,CUST103713,MER1036,Home & Furniture,940.37,3,2026-03-09,37.61,0,0.0248
TXN1017648,CUST103294,MER1351,Education,465.91,2,2026-03-23,11.65,0,0.0163
TXN1017649,CUST101895,MER1113,Electronics,529.46,2,2026-05-21,23.83,0,0.1018
TXN1017650,CUST102991,MER1185,Education,496.56,3,2025-12-08,12.41,0,0.025
TXN1017651,CUST103826,MER1153,Travel,1524.63,4,2025-11-07,53.36,0,0.1914
TXN1017652,CUST103261,MER1116,Health & Fitness,178.8,3,2025-09-13,8.05,1,0.0832
TXN1017653,CUST101251,MER1101,Groceries,27.47,3,2026-01-25,0.82,0,0.0163
TXN1017654,CUST104772,MER1224,Jewelry & Accessories,302.28,2,2026-07-11,19.65,1,0.1418
TXN1017655,CUST100124,MER1109,Jewelry & Accessories,359.29,6,2026-01-19,23.35,0,0.3442
TXN1017656,CUST102809,MER1369,Sporting Goods,118.83,4,2026-04-04,5.94,0,0.148
TXN1017657,CUST101172,MER1349,Health & Fitness,162.76,3,2026-01-09,7.32,0,0.0476
TXN1017658,CUST103610,MER1133,Education,411.22,2,2026-03-26,10.28,0,0.0262
TXN1017659,CUST102836,MER1236,Electronics,516.55,6,2025-11-11,23.24,0,0.1706
TXN1017660,CUST101028,MER1380,Home & Furniture,419.62,3,2025-12-10,16.78,0,0.0296
TXN1017661,CUST102565,MER1376,Education,453.76,3,2025-12-16,11.34,0,0.0837
TXN1017662,CUST102649,MER1146,Jewelry & Accessories,498.22,2,2026-03-08,32.38,0,0.0931
TXN1017663,CUST102179,MER1181,Groceries,62.05,6,2026-03-16,1.86,0,0.0288
TXN1017664,CUST100234,MER1299,Travel,972.54,2,2026-07-15,34.04,0,0.0806
TXN1017665,CUST101086,MER1251,Sporting Goods,120.45,2,2026-01-03,6.02,0,0.0892
TXN1017666,CUST104868,MER1188,Jewelry & Accessories,311.96,3,2026-02-16,20.28,1,0.1587
TXN1017667,CUST100989,MER1228,Home & Furniture,528.52,3,2025-10-14,21.14,0,0.163
TXN1017668,CUST102315,MER1023,Health & Fitness,142.85,4,2026-08-26,6.43,1,0.0641
TXN1017669,CUST101545,MER1376,Travel,1638.77,2,2026-08-12,57.36,0,0.0779
TXN1017670,CUST103837,MER1306,Jewelry & Accessories,436.02,4,2025-11-03,28.34,1,0.2986
TXN1017671,CUST102927,MER1047,Beauty & Wellness,99.26,3,2025-12-14,5.96,0,0.1766
TXN1017672,CUST103634,MER1045,Health & Fitness,128.45,3,2026-01-18,5.78,0,0.0798
TXN1017673,CUST103217,MER1124,Travel,731.63,2,2026-06-01,25.61,0,0.1237
TXN1017674,CUST102553,MER1395,Travel,939.71,2,2026-01-02,32.89,0,0.0268
TXN1017675,CUST104825,MER1300,Beauty & Wellness,108.4,3,2026-05-20,6.5,0,0.0168
TXN1017676,CUST103585,MER1374,Groceries,62.36,6,2026-07-06,1.87,0,0.0996
TXN1017677,CUST103520,MER1309,Fashion & Apparel,99.89,3,2026-03-19,5.49,0,0.11
TXN1017678,CUST103524,MER1302,Fashion & Apparel,136.83,3,2026-05-16,7.53,0,0.0718
TXN1017679,CUST102361,MER1043,Beauty & Wellness,113.01,4,2026-04-06,6.78,0,0.0632
TXN1017680,CUST103259,MER1063,Sporting Goods,257.58,3,2026-08-16,12.88,0,0.0524
TXN1017681,CUST103063,MER1221,Jewelry & Accessories,485.17,6,2026-09-05,31.54,0,0.2105
TXN1017682,CUST104478,MER1165,Sporting Goods,154.67,2,2026-07-12,7.73,0,0.0208
TXN1017683,CUST104904,MER1099,Home & Furniture,49.5,3,2026-03-26,1.98,0,0.158
TXN1017684,CUST102451,MER1159,Fashion & Apparel,75.27,2,2025-11-02,4.14,0,0.149
TXN1017685,CUST103047,MER1339,Jewelry & Accessories,198.81,4,2026-04-04,12.92,0,0.14
TXN1017686,CUST101522,MER1034,Sporting Goods,191.56,2,2025-10-11,9.58,0,0.0303
TXN1017687,CUST104274,MER1303,Travel,576.21,2,2026-08-07,20.17,0,0.0176
TXN1017688,CUST103622,MER1254,Travel,675.36,2,2026-03-23,23.64,0,0.0848
TXN1017689,CUST104642,MER1222,Education,434.47,6,2026-04-18,10.86,0,0.1916
TXN1017690,CUST103064,MER1108,Sporting Goods,379.05,2,2025-10-03,18.95,0,0.1119
TXN1017691,CUST103615,MER1250,Beauty & Wellness,139.15,2,2026-08-05,8.35,0,0.0337
TXN1017692,CUST100478,MER1244,Beauty & Wellness,78.12,12,2026-06-27,4.69,0,0.1677
TXN1017693,CUST103071,MER1370,Education,821.89,2,2026-07-24,20.55,0,0.0464
TXN1017694,CUST101982,MER1240,Travel,940.12,3,2026-01-15,32.9,0,0.2208
TXN1017695,CUST102581,MER1001,Electronics,311.76,6,2026-07-19,14.03,0,0.048
TXN1017696,CUST101722,MER1326,Fashion & Apparel,150.18,2,2025-12-02,8.26,0,0.1147
TXN1017697,CUST101509,MER1252,Electronics,280.31,2,2026-04-06,12.61,0,0.0537
TXN1017698,CUST104140,MER1033,Fashion & Apparel,40.72,2,2025-10-23,2.24,0,0.0444
TXN1017699,CUST102816,MER1029,Home & Furniture,177.18,3,2025-12-31,7.09,0,0.0725
TXN1017700,CUST101316,MER1169,Beauty & Wellness,125.3,2,2026-02-18,7.52,0,0.2662
TXN1017701,CUST103874,MER1380,Health & Fitness,141.95,6,2026-04-10,6.39,0,0.0752
TXN1017702,CUST100396,MER1027,Jewelry & Accessories,216.19,3,2025-12-14,14.05,0,0.0851
TXN1017703,CUST101538,MER1143,Jewelry & Accessories,394.2,2,2026-04-22,25.62,0,0.1673
TXN1017704,CUST101766,MER1321,Education,239.12,2,2025-12-13,5.98,0,0.04
TXN1017705,CUST100926,MER1103,Home & Furniture,401.22,4,2025-11-19,16.05,0,0.0787
TXN1017706,CUST104258,MER1140,Education,577.15,2,2026-08-27,14.43,0,0.0211
TXN1017707,CUST103436,MER1002,Electronics,696.18,3,2026-02-27,31.33,0,0.0699
TXN1017708,CUST103410,MER1316,Electronics,222.37,2,2025-10-04,10.01,0,0.0395
TXN1017709,CUST102996,MER1004,Health & Fitness,91.6,2,2026-07-28,4.12,0,0.0349
TXN1017710,CUST101987,MER1311,Travel,838.64,6,2026-01-21,29.35,1,0.2543
TXN1017711,CUST103348,MER1387,Health & Fitness,183.12,6,2026-06-29,8.24,0,0.1287
TXN1017712,CUST103742,MER1093,Fashion & Apparel,144.24,2,2026-08-15,7.93,0,0.0677
TXN1017713,CUST102746,MER1311,Home & Furniture,543.92,2,2025-09-27,21.76,0,0.0748
TXN1017714,CUST102377,MER1334,Health & Fitness,141.68,2,2025-09-22,6.38,0,0.033
